timestamp,sensor_id,temperature,humidity,pressure,status
2025-01-01 06:31:00,S2,28.73,71,1027,OK
2025-01-01 06:32:00,S2,25.19,64,990,OK
2025-01-01 06:33:00,S1,13.06,67,1013,OK
2025-01-01 06:34:00,S1,30.9,32,1029,OK
2025-01-01 06:35:00,S1,35.35,70,1011,ALERT
2025-01-01 06:36:00,S2,31.42,64,992,OK
2025-01-01 06:37:00,S1,7.31,79,1003,OK
2025-01-01 06:38:00,S1,27.26,69,991,OK
2025-01-01 06:39:00,S3,22.67,51,1021,OK
2025-01-01 06:40:00,S1,19.58,37,1027,OK
2025-01-01 06:41:00,S1,25.61,44,1022,OK
2025-01-01 06:42:00,S2,24.26,74,995,OK
2025-01-01 06:43:00,S2,27.54,36,1028,OK
2025-01-01 06:44:00,S3,25.28,48,1014,OK
2025-01-01 06:45:00,S1,19.4,69,1023,OK
2025-01-01 06:46:00,S3,22.12,71,1000,OK
2025-01-01 06:47:00,S2,21.31,46,1026,OK
2025-01-01 06:48:00,S3,16.42,30,996,OK
2025-01-01 06:49:00,S2,18.14,74,1011,OK
2025-01-01 06:50:00,S3,23.94,58,1028,OK
2025-01-01 06:51:00,S3,32.12,42,999,OK
2025-01-01 06:52:00,S1,22.32,77,1010,OK
2025-01-01 06:53:00,S3,21.21,58,995,OK
2025-01-01 06:54:00,S1,19.09,70,990,ALERT
2025-01-01 06:55:00,S1,25.15,71,1023,OK
2025-01-01 06:56:00,S1,30.9,35,1003,OK
2025-01-01 06:57:00,S1,35.01,34,1025,OK
2025-01-01 06:58:00,S3,26.43,63,1016,OK
2025-01-01 06:59:00,S2,25.7,40,998,OK
2025-01-01 07:00:00,S2,22.28,38,995,OK
2025-01-01 07:01:00,S2,23.12,67,1020,OK
2025-01-01 07:02:00,S3,28.15,69,1006,OK
2025-01-01 07:03:00,S1,23.43,70,1025,OK
2025-01-01 07:04:00,S2,24.19,38,1010,OK
2025-01-01 07:05:00,S3,24.87,37,1016,OK
2025-01-01 07:06:00,S1,22.05,73,1017,OK
2025-01-01 07:07:00,S2,24.63,69,1005,OK
2025-01-01 07:08:00,S1,14.9,32,1024,OK
2025-01-01 07:09:00,S2,27.74,42,1025,OK
2025-01-01 07:10:00,S2,36.76,48,1024,OK
2025-01-01 07:11:00,S2,22.24,63,1008,OK
2025-01-01 07:12:00,S1,26.87,61,1010,OK
2025-01-01 07:13:00,S3,29.26,78,1022,OK
2025-01-01 07:14:00,S1,31.4,45,1012,OK
2025-01-01 07:15:00,S2,23.68,65,995,OK
2025-01-01 07:16:00,S1,15.98,47,1021,OK
2025-01-01 07:17:00,S3,26.34,43,1011,OK
2025-01-01 07:18:00,S1,25.64,59,992,OK
2025-01-01 07:19:00,S3,23.27,31,1024,OK
2025-01-01 07:20:00,S3,24.33,42,1005,OK
2025-01-01 07:21:00,S1,25.72,56,1014,OK
2025-01-01 07:22:00,S2,26.81,46,1006,ALERT
2025-01-01 07:23:00,S3,26.6,60,1028,OK
2025-01-01 07:24:00,S1,23.91,44,1002,OK
2025-01-01 07:25:00,S3,26.92,49,1017,OK
2025-01-01 07:26:00,S2,23.57,34,1000,OK
2025-01-01 07:27:00,S1,28.21,36,999,OK
2025-01-01 07:28:00,S1,21.86,47,1028,OK
2025-01-01 07:29:00,S1,25.37,40,1013,OK
2025-01-01 07:30:00,S2,16.88,61,1027,OK
2025-01-01 07:31:00,S3,23.15,79,1013,OK
2025-01-01 07:32:00,S1,27.84,56,1022,OK
2025-01-01 07:33:00,S3,19.83,55,1006,OK
2025-01-01 07:34:00,S3,23.4,66,1025,OK
2025-01-01 07:35:00,S2,12.97,74,1024,OK
2025-01-01 07:36:00,S1,18.16,57,995,OK
2025-01-01 07:37:00,S3,19.47,79,1005,OK
2025-01-01 07:38:00,S1,25.51,31,1017,OK
2025-01-01 07:39:00,S1,26.67,49,1021,OK
2025-01-01 07:40:00,S2,24.72,33,1015,OK
2025-01-01 07:41:00,S1,23.09,42,1000,OK
2025-01-01 07:42:00,S1,23.1,53,1014,OK
2025-01-01 07:43:00,S3,28.58,77,1020,OK
2025-01-01 07:44:00,S2,26.06,67,1010,OK
2025-01-01 07:45:00,S1,23.33,69,992,OK
2025-01-01 07:46:00,S3,31.47,77,1001,OK
2025-01-01 07:47:00,S2,34.75,74,1029,OK
2025-01-01 07:48:00,S2,18.77,58,1014,OK
2025-01-01 07:49:00,S3,27.61,65,1006,OK
2025-01-01 07:50:00,S3,40.45,31,1027,OK
2025-01-01 07:51:00,S3,26.4,70,1025,ALERT
2025-01-01 07:52:00,S3,25.58,47,1025,OK
2025-01-01 07:53:00,S3,24.72,78,1008,OK
2025-01-01 07:54:00,S1,27.45,37,991,OK
2025-01-01 07:55:00,S1,28.77,44,1006,OK
2025-01-01 07:56:00,S2,18.78,70,1019,ALERT
2025-01-01 07:57:00,S1,24.87,46,999,OK
2025-01-01 07:58:00,S1,13.65,52,1024,OK
2025-01-01 07:59:00,S1,23.95,31,1025,OK
2025-01-01 08:00:00,S3,20.49,35,1022,OK
2025-01-01 08:01:00,S2,26.7,58,990,OK
2025-01-01 08:02:00,S2,16.72,56,1007,OK
2025-01-01 08:03:00,S2,22.44,66,993,ALERT
2025-01-01 08:04:00,S2,29.83,78,1016,OK
2025-01-01 08:05:00,S1,21.62,63,1014,OK
2025-01-01 08:06:00,S1,15.48,47,1017,OK
2025-01-01 08:07:00,S3,26.29,71,1011,OK
2025-01-01 08:08:00,S2,22.07,39,1014,OK
2025-01-01 08:09:00,S1,24.07,67,1006,OK
2025-01-01 08:10:00,S1,21.35,73,1001,OK
2025-01-01 08:11:00,S3,34.87,46,1005,OK
2025-01-01 08:12:00,S3,17.21,42,1026,OK
2025-01-01 08:13:00,S3,39.17,77,1005,OK
2025-01-01 08:14:00,S1,23.05,71,1006,OK
2025-01-01 08:15:00,S1,25.92,56,1020,OK
2025-01-01 08:16:00,S3,22.13,31,1004,OK
2025-01-01 08:17:00,S2,21.92,63,1002,OK
2025-01-01 08:18:00,S3,21.08,60,1029,OK
2025-01-01 08:19:00,S3,28.01,52,1016,OK
